id,Longitude,Latitude,severity,n_vehicles,year
200901BS70061,-0.195284,51.508943,3,1,2009
200901BS70062,-0.199072,51.493264,3,2,2009
200901BS70063,-0.155621,51.484765,3,2,2009
200901BS70064,-0.17533,51.481746,3,1,2009
200901BS70065,-0.180135,51.487666,3,1,2009
200901BS70066,-0.191831,51.501516,3,1,2009
200901BS70067,-0.182579,51.487794,3,2,2009
200901BS70069,-0.18619,51.502058,3,2,2009
200901BS70070,-0.193004,51.500994,3,1,2009
200901BS70071,-0.214006,51.523977,3,2,2009
200901BS70072,-0.170473,51.484368,3,1,2009
200901BS70073,-0.192709,51.501169,3,1,2009
200901BS70075,-0.185939,51.48299,3,2,2009
200901BS70077,-0.205975,51.515582,3,2,2009
200901BS70078,-0.165456,51.48375,2,2,2009
200901BS70080,-0.181158,51.490919,3,2,2009
200901BS70086,-0.193447,51.500731,3,2,2009
200901BS70088,-0.213251,51.513804,2,2,2009
200901BS70089,-0.190661,51.494663,3,2,2009
200901BS70090,-0.16764,51.497543,3,2,2009
200901BS70091,-0.206333,51.517475,3,2,2009
200901BS70092,-0.173154,51.485759,3,1,2009
200901BS70093,-0.215545,51.517796,3,2,2009
200901BS70094,-0.159015,51.497048,3,2,2009
200901BS70095,-0.168234,51.497103,2,1,2009
200901BS70096,-0.21792,51.512346,2,2,2009
200901BS70097,-0.150108,51.485757,3,2,2009
200901BS70099,-0.184076,51.500856,3,2,2009
200901BS70100,-0.200112,51.492471,3,2,2009
200901BS70101,-0.213947,51.518131,3,2,2009
200901BS70102,-0.21735,51.504784,2,2,2009
200901BS70107,-0.185636,51.483345,3,1,2009
200901BS70108,-0.183275,51.48115,3,3,2009
200901BS70109,-0.160201,51.49266,3,2,2009
200901BS70110,-0.194515,51.491935,3,2,2009
200901BS70111,-0.172282,51.482328,3,2,2009
200901BS70112,-0.18153,51.481572,3,2,2009
200901BS70113,-0.157931,51.49892,3,2,2009
200901BS70115,-0.177005,51.490315,3,1,2009
200901BS70116,-0.175802,51.484361,3,2,2009
200901BS70117,-0.155861,51.489535,3,2,2009
200901BS70118,-0.174864,51.493429,3,2,2009
200901BS70119,-0.157488,51.488481,2,2,2009
200901BS70120,-0.175802,51.484361,3,2,2009
200901BS70121,-0.184906,51.483603,3,2,2009
200901BS70122,-0.170814,51.486622,3,2,2009
200901BS70123,-0.194,51.504966,3,1,2009
200901BS70124,-0.173766,51.49566,3,1,2009
200901BS70126,-0.173827,51.490535,2,2,2009
200901BS70128,-0.173423,51.486213,3,2,2009
200901BS70129,-0.194649,51.506775,3,1,2009
200901BS70130,-0.187941,51.486977,3,3,2009
200901BS70131,-0.197988,51.509794,2,1,2009
200901BS70133,-0.200396,51.492565,3,2,2009
200901BS70134,-0.169951,51.486608,3,3,2009
200901BS70135,-0.173157,51.485669,3,2,2009
200901BS70136,-0.176346,51.488776,3,2,2009
200901BS70137,-0.173725,51.48226,3,1,2009
200901BS70138,-0.164308,51.483642,2,1,2009
200901BS70139,-0.164844,51.491834,2,1,2009
200901BS70140,-0.158934,51.491921,3,1,2009
200901BS70141,-0.210247,51.520593,3,1,2009
200901BS70142,-0.170958,51.486624,3,2,2009
200901BS70143,-0.218482,51.516402,3,2,2009
200901BS70144,-0.155861,51.489535,3,2,2009
200901BS70145,-0.175011,51.489744,3,1,2009
200901BS70146,-0.160201,51.49266,3,1,2009
200901BS70147,-0.194786,51.506957,3,1,2009
200901BS70148,-0.182062,51.493541,2,1,2009
200901BS70149,-0.183075,51.486183,3,1,2009
200901BS70150,-0.202639,51.497815,3,2,2009
200901BS70151,-0.196393,51.502755,3,4,2009
200901BS70152,-0.17812,51.487635,3,2,2009
200901BS70153,-0.179979,51.498814,3,1,2009
200901BS70154,-0.160706,51.501571,3,2,2009
200901BS70155,-0.182199,51.493723,3,1,2009
200901BS70156,-0.171264,51.482582,3,2,2009
200901BS70157,-0.209226,51.506189,3,1,2009
200901BS70159,-0.186086,51.482902,3,1,2009
200901BS70160,-0.204342,51.513129,2,2,2009
200901BS70161,-0.209941,51.521038,3,1,2009
200901BS70163,-0.194779,51.507137,3,1,2009
200901BS70164,-0.21577,51.50467,3,1,2009
200901BS70165,-0.164113,51.492092,3,2,2009
200901BS70166,-0.195412,51.487452,3,1,2009
200901BS70167,-0.158934,51.491921,3,1,2009
200901BS70168,-0.183422,51.477465,3,2,2009
200901BS70169,-0.206,51.496607,3,2,2009
200901BS70171,-0.185032,51.494936,3,2,2009
200901BS70172,-0.200533,51.492747,3,2,2009
200901BS70173,-0.159652,51.499127,3,2,2009
200901BS70174,-0.188199,51.502269,2,1,2009
200901BS70175,-0.164959,51.488958,3,3,2009
200901BS70177,-0.193148,51.500996,2,2,2009
200901BS70178,-0.169846,51.496408,3,2,2009
200901BS70179,-0.192533,51.494692,3,2,2009
200901BS70180,-0.191253,51.490626,2,1,2009
200901BS70181,-0.200814,51.492931,3,2,2009
200901BS70184,-0.210925,51.521682,3,1,2009
200901BS70185,-0.180148,51.480112,3,1,2009
200901BS70186,-0.197289,51.490988,3,2,2009
200901BS70187,-0.181664,51.485441,3,2,2009
200901BS70189,-0.193911,51.492645,3,1,2009
200901BS70190,-0.210625,51.499915,2,2,2009
200901BS70191,-0.183839,51.477831,3,2,2009
200901BS70192,-0.210564,51.508817,3,2,2009
200901BS70193,-0.183279,51.48106,3,2,2009
200901BS70194,-0.201181,51.498242,3,2,2009
200901BS70195,-0.19044,51.489354,2,2,2009
200901BS70196,-0.19371,51.501365,3,1,2009
200901BS70197,-0.196115,51.495197,3,2,2009
200901BS70198,-0.187431,51.481664,3,2,2009
200901BS70199,-0.204683,51.497127,3,2,2009
200901BS70200,-0.176057,51.481577,3,2,2009
200901BS70201,-0.171743,51.495809,3,2,2009
200901BS70202,-0.173308,51.481894,3,2,2009
200901BS70203,-0.206462,51.506866,3,1,2009
200901BS70204,-0.174129,51.493777,3,1,2009
200901BS70205,-0.1735,51.495117,3,2,2009
200901BS70206,-0.167342,51.48342,3,2,2009
200901BS70207,-0.204421,51.507464,3,2,2009
200901BS70208,-0.195197,51.514787,3,2,2009
200901BS70209,-0.17427,51.49387,3,1,2009
200901BS70210,-0.215334,51.504753,3,2,2009
200901BS70211,-0.166622,51.483409,3,2,2009
200901BS70212,-0.18044,51.480027,3,3,2009
200901BS70213,-0.183143,51.495356,3,1,2009
200901BS70214,-0.198466,51.508632,3,1,2009
200901BS70216,-0.17874,51.493759,3,2,2009
200901BS70217,-0.171264,51.482582,3,2,2009
200901BS70218,-0.210891,51.504146,3,2,2009
200901BS70219,-0.204421,51.507464,3,2,2009
200901BS70220,-0.179894,51.486493,3,2,2009
200901BS70221,-0.183269,51.495808,2,2,2009
200901BS70222,-0.21602,51.527785,3,1,2009
200901BS70223,-0.162038,51.500693,3,5,2009
200901BS70224,-0.163876,51.483635,3,3,2009
200901BS70225,-0.177812,51.495363,3,2,2009
200901BS70226,-0.158639,51.492096,2,1,2009
200901BS70227,-0.185761,51.480199,3,1,2009
200901BS70228,-0.195277,51.509123,3,2,2009
200901BS70230,-0.187676,51.490031,3,2,2009
200901BS70231,-0.180484,51.486143,3,2,2009
200901BS70232,-0.157624,51.49226,3,2,2009
200901BS70233,-0.204007,51.517979,3,2,2009
200901BS70234,-0.172625,51.495373,3,1,2009
200901BS70236,-0.182393,51.477989,3,2,2009
200901BS70237,-0.184362,51.493667,3,2,2009
200901BS70238,-0.192922,51.488493,3,1,2009
200901BS70239,-0.184473,51.501762,3,2,2009
200901BS70240,-0.168184,51.48757,3,1,2009
200901BS70241,-0.181735,51.480047,3,2,2009
200901BS70242,-0.176946,51.480962,3,2,2009
200901BS70243,-0.159242,51.484282,3,1,2009
200901BS70245,-0.164904,51.4975,2,1,2009
200901BS70246,-0.197286,51.509333,3,2,2009
200901BS70247,-0.197096,51.499528,3,1,2009
200901BS70248,-0.206673,51.523506,3,1,2009
200901BS70249,-0.195182,51.507862,3,1,2009
200901BS70250,-0.252906,51.486884,3,2,2009
200901BS70251,-0.227259,51.516804,3,2,2009
200901BS70252,-0.193591,51.500733,3,1,2009
200901BS70253,-0.163518,51.499727,3,3,2009
200901BS70254,-0.207963,51.497986,3,2,2009
200901BS70255,-0.192458,51.496579,3,1,2009
200901BS70257,-0.209086,51.506097,3,2,2009
200901BS70258,-0.196436,51.508961,3,2,2009
200901BS70259,-0.170667,51.486709,3,1,2009
200901BS70260,-0.186906,51.502159,3,2,2009
200901BS70261,-0.172204,51.491499,3,2,2009
200901BS70262,-0.183423,51.481062,3,1,2009
200901BS70263,-0.205125,51.496864,3,2,2009
200901BS70265,-0.20032,51.512797,3,2,2009
200901BS70267,-0.200393,51.492655,3,3,2009
200901BS70268,-0.173445,51.482076,3,2,2009
200901BS70269,-0.164376,51.489129,3,1,2009
200901BS70270,-0.169252,51.493252,3,2,2009
200901BS70271,-0.182865,51.480604,3,1,2009
200901BS70272,-0.200533,51.492747,3,3,2009
200901BS70273,-0.169548,51.493077,3,2,2009
200901BS70274,-0.19657,51.498261,3,2,2009
200901BS70276,-0.177093,51.480874,3,2,2009
200901BS70277,-0.158662,51.484363,3,2,2009
200901BS70278,-0.20776,51.51417,3,2,2009
200901BS70279,-0.190976,51.490352,3,1,2009
200901BS70280,-0.171614,51.49185,2,1,2009
200901BS70281,-0.198024,51.497924,3,2,2009
200901BS70284,-0.207618,51.503107,3,2,2009
200901BS70285,-0.167154,51.488093,3,2,2009
200901BS70286,-0.209082,51.506187,3,2,2009
200901BS70288,-0.199248,51.514399,3,2,2009
200901BS70289,-0.192174,51.503769,3,2,2009
200901BS70290,-0.18216,51.480233,3,2,2009
200901BS70291,-0.176389,51.4841,3,1,2009
200901BS70292,-0.18979,51.502114,3,2,2009
200901BS70293,-0.200922,51.50849,3,2,2009
200901BS70294,-0.162637,51.492968,3,1,2009
200901BS70295,-0.163075,51.49999,3,3,2009
200901BS70296,-0.212148,51.519902,3,2,2009
200901BS70297,-0.215759,51.508627,3,2,2009
200901BS70298,-0.20923,51.506099,3,3,2009
200901BS70300,-0.214123,51.502577,3,2,2009
200901BS70301,-0.186906,51.502159,3,2,2009
200901BS70302,-0.186385,51.482637,3,2,2009
200901BS70303,-0.158666,51.484273,3,2,2009
200901BS70304,-0.159282,51.497592,3,2,2009
200901BS70305,-0.168972,51.496665,3,2,2009
200901BS70306,-0.208938,51.506185,3,2,2009
200901BS70307,-0.206063,51.517022,3,1,2009
200901BS70308,-0.18014,51.491173,2,2,2009
200901BS70309,-0.165093,51.485633,3,1,2009
200901BS70310,-0.206531,51.512443,3,1,2009
200901BS70311,-0.19961,51.501545,3,2,2009
200901BS70312,-0.191763,51.503223,3,2,2009
200901BS70313,-0.179153,51.487021,3,2,2009
200901BS70314,-0.159242,51.484282,3,2,2009
200901BS70315,-0.180628,51.486145,3,1,2009
200901BS70316,-0.19109,51.502044,2,2,2009
200901BS70317,-0.169634,51.494517,3,3,2009
200901BS70318,-0.210536,51.505849,3,2,2009
200901BS70319,-0.171614,51.49185,3,2,2009
200901BS70320,-0.183979,51.499686,3,2,2009
200901BS70321,-0.200681,51.492659,3,2,2009
200901BS70324,-0.204205,51.512947,3,2,2009
200901BS70325,-0.173445,51.482076,3,2,2009
200901BS70326,-0.210956,51.52456,3,1,2009
200901BS70327,-0.172279,51.486015,3,3,2009
200901BS70328,-0.214818,51.525339,3,1,2009
200901BS70329,-0.184905,51.501768,3,1,2009
200901BS70330,-0.183328,51.490683,2,1,2009
200901BS70331,-0.216658,51.504054,3,2,2009
200901BS70332,-0.192101,51.494685,3,1,2009
200901BS70333,-0.183955,51.493031,3,2,2009
200901BS70334,-0.208585,51.515172,3,2,2009
200901BS70335,-0.188776,51.48771,3,2,2009
200901BS70336,-0.182841,51.48483,3,2,2009
200901BS70337,-0.174698,51.493966,2,2,2009
200901BS70338,-0.168767,51.494593,3,2,2009
200901BS70339,-0.171887,51.495811,3,2,2009
200901BS70340,-0.178884,51.493761,3,2,2009
200901BS70341,-0.182473,51.494087,3,1,2009
200901BS70342,-0.215876,51.527783,3,2,2009
200901BS70343,-0.173301,51.482074,3,2,2009
200901BS70344,-0.167342,51.48342,3,2,2009
200901BS70345,-0.184761,51.501766,2,2,2009
200901BS70346,-0.190292,51.489442,3,2,2009
200901BS70347,-0.178437,51.490517,3,2,2009
200901BS70348,-0.175802,51.484361,3,2,2009
200901BS70349,-0.168036,51.487657,3,2,2009
200901BS70350,-0.21479,51.507623,2,1,2009
200901BS70351,-0.20776,51.51417,3,2,2009
200901BS70352,-0.16895,51.493607,3,2,2009
200901BS70353,-0.178264,51.487637,2,2,2009
200901BS70354,-0.155861,51.489535,3,2,2009
200901BS70355,-0.177668,51.495361,3,2,2009
200901BS70356,-0.185039,51.494756,3,2,2009
200901BS70357,-0.173305,51.485581,3,1,2009
200901BS70358,-0.205151,51.507206,3,2,2009
200901BS70359,-0.224828,51.520005,3,2,2009
200901BS70360,-0.194025,51.511621,3,2,2009
200901BS70361,-0.213535,51.521272,3,2,2009
200901BS70362,-0.21792,51.512346,3,3,2009
200901BS70364,-0.185039,51.494756,3,2,2009
200901BS70365,-0.214123,51.502577,3,2,2009
200901BS70366,-0.173878,51.496471,3,2,2009
200901BS70367,-0.200105,51.49265,3,2,2009
200901BS70368,-0.171397,51.486451,3,1,2009
200901BS70369,-0.181255,51.488493,3,2,2009
200901BS70371,-0.164404,51.499201,3,4,2009
200901BS70372,-0.215384,51.503495,3,2,2009
200901BS70373,-0.157494,51.491899,3,1,2009
200901BS70374,-0.171264,51.482582,3,2,2009
200901BS70375,-0.194465,51.500477,3,2,2009
200901BS70376,-0.209922,51.499455,3,2,2009
200901BS70377,-0.208445,51.51508,2,2,2009
200901BS70378,-0.163378,51.499635,3,2,2009
200901BS70379,-0.157893,51.492714,3,1,2009
200901BS70380,-0.159396,51.50191,3,2,2009
200901BS70381,-0.170814,51.486622,2,2,2009
200901BS70382,-0.204981,51.496862,3,2,2009
200901BS70383,-0.167889,51.487745,3,2,2009
200901BS70385,-0.214006,51.523977,3,2,2009
200901BS70387,-0.193735,51.500736,3,1,2009
200901BS70388,-0.158397,51.494521,3,2,2009
200901BS70389,-0.209226,51.506189,3,2,2009
200901BS70390,-0.15789,51.492804,3,2,2009
200901BS70392,-0.186687,51.493163,3,2,2009
200901BS70394,-0.161476,51.486026,3,2,2009
200901BS70395,-0.178683,51.495197,3,1,2009
200901BS70396,-0.175802,51.484361,3,2,2009
200901BS70397,-0.202732,51.51742,3,1,2009
200901BS70398,-0.182743,51.494541,3,1,2009
200901BS70401,-0.18739,51.486339,3,2,2009
200901BS70402,-0.211238,51.517371,3,2,2009
200901BS70403,-0.177567,51.494281,3,2,2009
200901BS70404,-0.180936,51.478416,3,3,2009
200901BS70406,-0.215545,51.517796,3,2,2009
200901BS70407,-0.207173,51.496086,3,2,2009
200901BS70408,-0.193095,51.509629,3,1,2009
200901BS70409,-0.199248,51.514399,2,2,2009
200901BS70410,-0.169101,51.493429,3,2,2009
200901BS70412,-0.165103,51.48896,3,2,2009
200901BS70413,-0.182591,51.48024,3,1,2009
200901BS70414,-0.173622,51.495658,3,2,2009
200901BS70415,-0.178561,51.480177,3,1,2009
200901BS70416,-0.172135,51.482416,3,2,2009
200901BS70417,-0.215545,51.517796,3,2,2009
200901BS70418,-0.157374,51.498461,2,2,2009
200901BS70420,-0.197388,51.499443,3,2,2009
200901BS70422,-0.19125,51.490715,3,2,2009
200901BS70423,-0.184172,51.483952,3,2,2009
200901BS70424,-0.179403,51.495208,3,1,2009
200901BS70425,-0.164555,51.499024,3,2,2009
200901BS70426,-0.164411,51.499021,3,1,2009
200901BS70427,-0.189934,51.502116,3,2,2009
200901BS70428,-0.186906,51.502159,3,2,2009
200901BS70429,-0.156004,51.493134,3,2,2009
200901BS70431,-0.200533,51.492747,3,3,2009
200901BS70432,-0.169245,51.493431,3,2,2009
200901BS70433,-0.182469,51.494177,3,1,2009
200901BS70434,-0.187583,51.481486,2,1,2009
200901BS70436,-0.17676,51.492829,3,1,2009
200901BS70438,-0.215524,51.503587,3,2,2009
200901BS70439,-0.161708,51.49817,2,1,2009
200901BS70440,-0.186053,51.480114,3,2,2009
200901BS70441,-0.173679,51.490623,3,1,2009
200901BS70442,-0.209267,51.516171,3,2,2009
200901BS70443,-0.185647,51.483075,3,2,2009
200901BS70444,-0.157627,51.49217,3,1,2009
200901BS70445,-0.212787,51.52198,3,2,2009
200901BS70446,-0.195567,51.494469,2,1,2009
200901BS70447,-0.169101,51.493429,2,2,2009
200901BS70448,-0.156893,51.492519,2,1,2009
200901BS70450,-0.203043,51.494854,3,4,2009
200901BS70451,-0.169724,51.488673,3,2,2009
200901BS70452,-0.209674,51.516807,3,1,2009
200901BS70454,-0.16075,51.496896,3,2,2009
200901BS70455,-0.174943,51.495049,3,1,2009
200901BS70457,-0.177241,51.480786,3,3,2009
200901BS70458,-0.183431,51.48448,3,2,2009
200901BS70459,-0.178155,51.483139,3,3,2009
200901BS70460,-0.170541,51.48266,3,2,2009
200901BS70461,-0.218546,51.518471,3,1,2009
200901BS70462,-0.202236,51.50806,3,2,2009
200901BS70464,-0.158934,51.491921,3,2,2009
200901BS70465,-0.200393,51.492655,3,2,2009
200901BS70466,-0.19163,51.502951,3,1,2009
200901BS70467,-0.208173,51.522,3,2,2009
200901BS70468,-0.194884,51.508127,3,1,2009
200901BS70469,-0.185496,51.483253,3,2,2009
200901BS70470,-0.185614,51.480287,3,2,2009
200901BS70471,-0.217,51.517458,3,2,2009
200901BS70474,-0.169699,51.492899,3,2,2009
200901BS70475,-0.20311,51.507804,3,2,2009
200901BS70477,-0.173791,51.495031,3,1,2009
200901BS70478,-0.212802,51.503186,3,2,2009
200901BS70479,-0.209133,51.5159,2,2,2009
200901BS70480,-0.186051,51.494682,3,1,2009
200901BS70481,-0.203373,51.497467,2,2,2009
200901BS70482,-0.184362,51.493667,3,2,2009
200901BS70483,-0.217895,51.512976,3,1,2009
200901BS70484,-0.168579,51.492072,2,1,2009
200901BS70485,-0.167493,51.490437,3,1,2009
200901BS70486,-0.185496,51.483253,3,2,2009
200901BS70488,-0.158868,51.497136,3,1,2009
200901BS70489,-0.183959,51.492941,3,2,2009
200901BS70490,-0.210176,51.526077,3,2,2009
200901BS70491,-0.185175,51.48046,3,2,2009
200901BS70492,-0.178376,51.492045,3,1,2009
200901BS70493,-0.164084,51.489214,3,2,2009
200901BS70495,-0.195352,51.496264,3,2,2009
200901BS70496,-0.192506,51.491724,3,1,2009
200901BS70498,-0.208022,51.522177,3,1,2009
200901BS70499,-0.151562,51.48542,3,2,2009
200901BS70500,-0.186388,51.482547,3,3,2009
200901BS70501,-0.195853,51.509131,3,2,2009
200901BS70503,-0.165188,51.497595,3,2,2009
200901BS70504,-0.193004,51.500994,3,2,2009
200901BS70505,-0.217772,51.512434,2,1,2009
200901BS70506,-0.193217,51.488318,3,1,2009
200901BS70507,-0.191687,51.501513,3,2,2009
200901BS70508,-0.16904,51.487763,3,1,2009
200901BS70509,-0.215011,51.524083,3,1,2009
200901BS70511,-0.166178,51.49806,3,1,2009
200901BS70512,-0.188995,51.485825,3,2,2009
200901BS70513,-0.209653,51.521033,3,1,2009
200901BS70514,-0.173622,51.495658,3,2,2009
200901BS70515,-0.209086,51.506097,3,2,2009
200901BS70517,-0.200537,51.492657,3,2,2009
200901BS70518,-0.173592,51.481989,3,2,2009
200901BS70519,-0.20055,51.517926,3,2,2009
200901BS70520,-0.200303,51.498588,3,2,2009
200901BS70521,-0.19371,51.501365,3,1,2009
200901BS70522,-0.205789,51.516658,2,1,2009
200901BS70524,-0.213009,51.505257,3,2,2009
200901BS70525,-0.173888,51.48541,3,2,2009
200901BS70526,-0.210382,51.498743,3,2,2009
200901BS70529,-0.213591,51.523521,3,2,2009
200901BS70532,-0.205853,51.511353,3,2,2009
200901BS70533,-0.171455,51.495804,3,1,2009
200901BS70534,-0.221532,51.519505,3,2,2009
200901BS70535,-0.167057,51.497714,2,2,2009
200901BS70536,-0.159831,51.501827,3,1,2009
200901BS70537,-0.179011,51.479735,3,2,2009
200901BS70538,-0.195919,51.492856,3,2,2009
200901BS70539,-0.185189,51.501863,3,2,2009
200901BS70540,-0.185939,51.48299,3,2,2009
200901BS70541,-0.176936,51.488425,3,2,2009
200901BS70542,-0.161145,51.501398,3,1,2009
200901BS70543,-0.218953,51.519107,3,2,2009
200901BS70544,-0.178971,51.495202,3,2,2009
200901BS70545,-0.210536,51.505849,3,2,2009
200901BS70547,-0.208022,51.522177,3,2,2009
200901BS70548,-0.194552,51.494633,2,2,2009
200901BS70550,-0.221704,51.515102,2,2,2009
200901BS70551,-0.214179,51.515887,3,2,2009
200901BS70552,-0.158271,51.494069,3,2,2009
200901BS70553,-0.192314,51.496577,3,2,2009
200901BS70554,-0.163149,51.490998,3,2,2009
200901BS70555,-0.165398,51.488785,3,1,2009
200901BS70556,-0.158008,51.493435,3,1,2009
200901BS70557,-0.212735,51.515955,3,2,2009
200901BS70558,-0.165837,51.492209,3,2,2009
200901BS70559,-0.177437,51.493919,2,2,2009
200901BS70560,-0.185175,51.48046,3,2,2009
200901BS70561,-0.212657,51.514245,2,1,2009
200901BS70562,-0.173766,51.49566,3,2,2009
200901BS70563,-0.217639,51.515849,2,1,2009
200901BS70564,-0.201539,51.522078,3,2,2009
200901BS70565,-0.168817,51.493335,3,1,2009
200901BS70566,-0.206462,51.506866,3,1,2009
200901BS70567,-0.165952,51.49293,3,1,2009
200901BS70568,-0.194114,51.509374,3,2,2009
200901BS70569,-0.159389,51.484195,2,2,2009
200901BS70570,-0.187868,51.485178,3,2,2009
200901BS70571,-0.160698,51.49105,3,1,2009
200901BS70572,-0.206888,51.518024,3,1,2009
200901BS70573,-0.209086,51.506097,3,2,2009
200901BS70574,-0.177236,51.495355,3,2,2009
200901BS70576,-0.173622,51.495658,3,2,2009
200901BS70577,-0.174172,51.481908,3,2,2009
200901BS70578,-0.165577,51.49868,3,2,2009
200901BS70579,-0.192821,51.494696,3,2,2009
200901BS70580,-0.19237,51.498826,3,2,2009
200901BS70581,-0.164555,51.499024,3,2,2009
200901BS70583,-0.156697,51.497372,3,2,2009
200901BS70584,-0.166178,51.49806,3,1,2009
200901BS70585,-0.181674,51.481575,3,1,2009
200901BS70586,-0.173423,51.486213,3,2,2009
200901BS70588,-0.175069,51.495501,3,1,2009
200901BS70589,-0.197433,51.490991,3,2,2009
200901BS70590,-0.200015,51.498584,3,2,2009
200901BS70593,-0.214006,51.523977,2,2,2009
200901BS70594,-0.186051,51.494682,3,3,2009
200901BS70595,-0.178643,51.492589,3,3,2009
200901BS70596,-0.215591,51.524001,2,1,2009
200901BS70597,-0.216388,51.518348,3,2,2009
200901BS70598,-0.176465,51.493004,3,2,2009
200901BS70599,-0.202576,51.521375,3,2,2009
200901BS70600,-0.191212,51.495301,3,1,2009
200901BS70601,-0.174602,51.49999,3,2,2009
200901BS70602,-0.213328,51.522888,3,2,2009
200901BS70603,-0.185359,51.483071,3,4,2009
200901BS70604,-0.163292,51.491,3,2,2009
200901BS70605,-0.160698,51.49105,3,1,2009
200901BS70606,-0.173622,51.495658,3,2,2009
200901BS70607,-0.195848,51.487369,3,2,2009
200901BS70608,-0.20311,51.507804,2,2,2009
200901BS70609,-0.183232,51.493109,3,2,2009
200901BS70610,-0.205859,51.496515,3,2,2009
200901BS70611,-0.202829,51.522278,3,9,2009
200901BS70613,-0.181942,51.489313,2,2,2009
200901BS70614,-0.188115,51.489858,3,2,2009
200901BS70615,-0.164959,51.488958,3,2,2009
200901BS70616,-0.168767,51.494593,3,2,2009
200901BS70617,-0.19748,51.497106,3,2,2009
200901BS70618,-0.198558,51.499011,3,2,2009
200901BS70619,-0.208938,51.506185,3,3,2009
200901BS70620,-0.175335,51.48885,2,2,2009
200901BS70621,-0.214822,51.503127,3,1,2009
200901BS70622,-0.197535,51.499355,3,2,2009
200901BS70623,-0.195348,51.514609,3,2,2009
200901BS70624,-0.212924,51.522162,3,2,2009
200901BS70625,-0.194593,51.497242,3,2,2009
200901BS70626,-0.2051,51.515838,3,1,2009
200901BS70627,-0.190025,51.488898,3,1,2009
200901BS70628,-0.186385,51.482637,3,2,2009
200901BS70629,-0.19693,51.511036,3,1,2009
200901BS70630,-0.158397,51.494521,3,2,2009
200901BS70631,-0.192037,51.503587,3,1,2009
200901BS70633,-0.215359,51.526246,3,2,2009
200901BS70634,-0.199958,51.510993,3,1,2009
200901BS70635,-0.221279,51.514915,3,3,2009
200901BS70636,-0.167342,51.48342,3,1,2009
200901BS70637,-0.184883,51.480545,3,2,2009
200901BS70638,-0.164623,51.497316,3,1,2009
200901BS70639,-0.182736,51.49472,3,2,2009
200901BS70640,-0.197303,51.508884,3,1,2009
200901BS70641,-0.193349,51.492277,3,1,2009
200901BS70642,-0.1735,51.495117,3,2,2009
200901BS70643,-0.179727,51.497911,3,2,2009
200901BS70644,-0.17388,51.481993,3,2,2009
200901BS70645,-0.206477,51.517478,3,1,2009
200901BS70646,-0.20707,51.502379,3,1,2009
200901BS70647,-0.185045,51.50186,3,2,2009
200901BS70648,-0.200674,51.492839,3,1,2009
200901BS70649,-0.203365,51.515991,3,4,2009
200901BS70650,-0.195995,51.487281,3,2,2009
